Бренд	Цена	Старая цена	Цвет	Тип	Сезон	Коллекция	Материал верха основной	Материал подкладки основной	Материал подкладки дополнительный	Материал стельки	Материал подошвы	Перфорация	Тип застежки	Высота каблука (мм)	Высота верха обуви (мм)	Полнота	Пол
Thomas Munz	8999	14999	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	105	6	Муж.
BRIGGS	1999	4999	Белый	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	95	6	Муж.
BRIGGS	8399	13999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	30	110	6	Муж.
Thomas Munz	8999	14999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	105	6	Муж.
Thomas Munz	5099	16999	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Ворсин	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	95	6	Муж.
BRIGGS	7799	12999	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	85	6	Муж.
BRIGGS	7799	12999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	85	6	Муж.
SALAMANDER	7990	15990	Синий	Кеды высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Ворсин	Unknown	Ворсин	Резина	Нет	Молния/Шнурки	30	110	6	Муж.
SALAMANDER	7990	15990	Черный	Кеды высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Ворсин	Unknown	Ворсин	Резина	Нет	Молния/Шнурки	30	110	6	Муж.
Thomas Munz	7799	12999	Синий	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	30	100	6	Муж.
BRIGGS	2799	6999	Коричневый	Кеды	Весна-осень	Осень-Зима 2024-2025	Искусственная кожа	Ворсин	Unknown	Ворсин	ТЭП	Нет	Шнурки	35	75	6	Муж.
SALAMANDER	7790	12990	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	30	80	6	Муж.
BRIGGS	3899	12999	Черный	Кеды	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Ворсин	Unknown	Ворсин	Резина	Нет	Молния/Шнурки	30	110	6	Муж.
BRIGGS	3899	12999	Белый	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Декоративная	Шнурки	35	95	6	Муж.
SALAMANDER	5990	14990	Синий	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	90	6	Муж.
BRIGGS	3899	12999	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Декоративная	Шнурки	35	95	6	Муж.
SALAMANDER	7490	14990	Черный	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	90	6	Муж.
BRIGGS	4799	11999	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Ворсин	Unknown	Ворсин	Резина	Нет	Шнурки	35	75	6	Муж.
BRIGGS	5199	12999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Декоративная	Шнурки	30	75	6	Муж.
SALAMANDER	4390	10990	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Натуральная кожа	Резина	Нет	Шнурки	25	80	6	Муж.
SALAMANDER	4390	10990	Синий	Кроссовки	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Натуральная кожа	Резина	Нет	Шнурки	25	80	6	Муж.
SALAMANDER	8390	11990	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Натуральная кожа	ЭВА	Нет	Шнурки	35	75	6	Муж.
BRIGGS	2099	6999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	30	75	6	Муж.
BRIGGS	3599	8999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	30	75	6	Муж.
BRIGGS	2399	7999	Серый	Кроссовки	Демисезон	Осень-Зима 2024-2025	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	30	80	6	Муж.
BRIGGS	3999	9999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Декоративная	Резинка	25	75	6	Муж.
Thomas Munz	2999	9999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Нет	Шнурки	25	70	6	Муж.
BRIGGS	3999	9999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	25	75	6	Муж.
BRIGGS	3999	9999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	25	75	6	Муж.
SALAMANDER	10190	16990	Коричневый	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	40	110	6	Муж.
BRIGGS	7799	12999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	30	105	6	Муж.
BRIGGS	4999	12999	Хаки	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Искусственная кожа	Ворсин	Unknown	Ворсин	ТЭП	Нет	Шнурки	40	90	6	Муж.
BRIGGS	2999	6999	Серый	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Искусственная кожа	Ворсин	Unknown	Ворсин	ТЭП	Нет	Шнурки	40	90	6	Муж.
BRIGGS	7199	11999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	75	6	Муж.
BRIGGS	8999	14999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	35	105	6	Муж.
SALAMANDER	4390	10990	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	КРС	Текстиль	Полиуретан	Нет	Шнурки	45	70	6	Муж.
BRIGGS	4799	11999	Черный	Кеды	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	30	90	6	Муж.
Rieker	7950	7950	Синий	Кроссовки	Демисезон	Осень-Зима 2024-2025	Искусственная кожа	Текстиль с мембраной	Unknown	Текстиль	Полиуретан	Unknown	Unknown	37	Unknown	Unknown	Муж.
BRIGGS	4799	11999	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	50	90	6	Муж.
BRIGGS	3999	10999	Коричневый	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	50	90	6	Муж.
BRIGGS	3599	8999	Синий	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Спилок	Ворсин	Unknown	Ворсин	Резина	Нет	Шнурки	35	75	6	Муж.
BRIGGS	3899	9999	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Войлок	Unknown	Войлок	Резина	Нет	Шнурки	35	85	6	Муж.
BRIGGS	3999	9999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Полиуретан	Нет	Молния/Шнурки	30	75	6	Муж.
BRIGGS	3999	9999	Синий	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Полиуретан	Нет	Молния/Шнурки	30	75	6	Муж.
Thomas Munz	6299	8999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	ЭВА	Декоративная	Шнурки	30	75	6	Муж.
BRIGGS	4399	10999	Синий	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	30	75	6	Муж.
Thomas Munz	4399	10999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	ТПУ	Нет	Шнурки/Резинки	30	70	6	Муж.
Thomas Munz	6299	8999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Полиуретан	Нет	Шнурки	25	76	6	Муж.
Thomas Munz	4399	10999	Черный	Кеды	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Войлок	Unknown	Войлок	Резина	Нет	Шнурки	30	75	6	Муж.
BRIGGS	3999	9999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Ворсин	Резина	Нет	Шнурки	30	80	6	Муж.
BRIGGS	5999	14999	Черный	Кеды	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Ворсин	Unknown	Ворсин	Полиуретан	Нет	Шнурки/Молния	25	80	6	Муж.
BRIGGS	10199	16999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральный мех	Unknown	Натуральный мех	ТЭП	Нет	Шнурки	40	95	6	Муж.
Thomas Munz	4799	11999	Синий	Кеды	Демисезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	25	75	6	Муж.
U.S. POLO ASSN.	4399	10990	Черный	Кроссовки	Межсезон	Весна-Лето 2024	Замша	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	18	70	6	Муж.
BRIGGS	3999	9999	Черный	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Нет	Unknown	Текстиль	Резина	Нет	Шнурки	35	95	6	Муж.
BRIGGS	3999	9999	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Нет	Unknown	Текстиль	Резина	Нет	Шнурки	35	95	6	Муж.
